dataset_row,tweet_id,dataset_id_raw,tweet_url,text_from_dataset_original,text_from_live_or_archived_source,retrieval_status,retrieval_source,retrieved_at,text_match_status,text_from_dataset_translated,translated_text_match_status,http_status,error,returned_url,author_url,evidence_sha256,text_match_status_initial,source_difference_class,material_source_text_difference,possible_translation_stage_spatial_change,severe_translation_stage_inspected
4827,1100611037580181504,1.10E+18,https://twitter.com/dtptraffic/status/1100611037580181504,Traffic Alert Obstruction in traffic in the carriageway from Sonia Vihar towards Nanaksar due to an accident between Truck & D Van.,"Traffic Alert

Obstruction in traffic in the carriageway from Sonia Vihar towards Nanaksar due to an accident between Truck & D Van.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1100611037580181504&omit_script=true&dnt=true,2026-09-11T19:09:16.346153+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Sonia Vihar towards Nanaksar due to an accident between Truck & D Van.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1100611037580181504,https://x.com/dtptraffic,d3146c8523be6acc497e8708ea789e9b3b0d87f354021c17c90068fbd856f6bc,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4828,1100607556332867585,1.10E+18,https://twitter.com/dtptraffic/status/1100607556332867585,Traffic Alert Obstruction in traffic in the carriageway from Ashram towards Neela Gumbad due to breakdown of a Cluster Bus no. DL1PC5564 at Bhogal Flyover.,"Traffic Alert

Obstruction in traffic in the carriageway from Ashram towards Neela Gumbad due to breakdown of a Cluster Bus no. DL1PC5564 at Bhogal Flyover.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1100607556332867585&omit_script=true&dnt=true,2026-09-11T19:09:16.360613+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Ashram towards Neela Gumbad due to breakdown of a Cluster Bus no. DL1PC5564 at Bhogal Flyover.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1100607556332867585,https://x.com/dtptraffic,5fed0a178ba0b533e9d2602945325df64eca35f040c491f7831605df021db64a,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4829,1100598810009526273,1.10E+18,https://twitter.com/dtptraffic/status/1100598810009526273,Traffic Alert Obstruction in traffic in the carriageway from Z-Point IGNOU Road towards M B Road due to breakdown of a Truck no HR55W5972.,"Traffic Alert

Obstruction in traffic in the carriageway from Z-Point IGNOU Road towards M B Road due to breakdown of a Truck no HR55W5972.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1100598810009526273&omit_script=true&dnt=true,2026-09-11T19:09:16.476876+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Z-Point IGNOU Road towards M B Road due to breakdown of a Truck no HR55W5972.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1100598810009526273,https://x.com/dtptraffic,73a3a2477a853fa59b400ce94a996a825aef256fb3302f9333b97f16a447a205,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4830,1100595535667286017,1.10E+18,https://twitter.com/dtptraffic/status/1100595535667286017,Traffic Alert Obstruction in traffic on NH 48 in the carriageway from Rajokri towards Rangpuri due to breakdown of a Truck.,"Traffic Alert

Obstruction in traffic on NH 48 in the carriageway from Rajokri towards Rangpuri due to breakdown of a Truck.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1100595535667286017&omit_script=true&dnt=true,2026-09-11T19:09:16.680366+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic on NH 48 in the carriageway from Rajokri towards Rangpuri due to breakdown of a Truck.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1100595535667286017,https://x.com/dtptraffic,6270cafbdbb208b6146970ff250eb78a647698de01fb39f0880e669808f8a367,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4831,1100588948957552640,1.10E+18,https://twitter.com/dtptraffic/status/1100588948957552640,Traffic Alert Obstruction in traffic in the carriageway from Nangli Dairy towards Uttam Nagar due to breakdown of a Truck near bridge.,"Traffic Alert

Obstruction in traffic in the carriageway from Nangli Dairy towards Uttam Nagar due to breakdown of a Truck near bridge.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1100588948957552640&omit_script=true&dnt=true,2026-09-11T19:09:16.707755+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Nangli Dairy towards Uttam Nagar due to breakdown of a Truck near bridge.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1100588948957552640,https://x.com/dtptraffic,df642ace4838eb125b96b1d955935fd078d4de9b6cbd8b460fc664d05800c00d,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4832,1100420533844209665,1.10E+18,https://twitter.com/dtptraffic/status/1100420533844209665,Traffic Alert Traffic will remain closed from 12.00AM to 2.00AM at tonight in the carriageway from Mahipalpur towards Dhaula Kuan due to demolition of foot over bridge (half part) near Dhaula Kuan Metro Station. Motorists coming from Gurugram and going towards Naraina... 1/2,"Traffic Alert

Traffic will remain closed from 12.00AM to 2.00AM at tonight in the carriageway from Mahipalpur towards Dhaula Kuan due to demolition of foot over bridge (half part) near Dhaula Kuan Metro Station. Motorists coming from Gurugram and going towards Naraina... 1/2",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1100420533844209665&omit_script=true&dnt=true,2026-09-11T19:09:16.885141+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain closed from 12.00AM to 2.00AM at tonight in the carriageway from Mahipalpur towards Dhaula Kuan due to demolition of foot over bridge (half part) near Dhaula Kuan Metro Station. Motorists coming from Gurugram and going towards Naraina... 1/2,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1100420533844209665,https://x.com/dtptraffic,faad36147fec1c2b4abc9c4bbb0fee4f1501a009c92b0639e525ad89cf81a443,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4833,1100313169178681344,1.10E+18,https://twitter.com/dtptraffic/status/1100313169178681344,Traffic Alert Obstruction is heavy in the carriageway from Loni round about towards Loni border due to ongoing work by DJB. Kindly avoid the stretch.,"Traffic Alert

Obstruction is heavy in the carriageway from Loni round about towards Loni border due to ongoing work by DJB. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1100313169178681344&omit_script=true&dnt=true,2026-09-11T19:09:16.905846+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction is heavy in the carriageway from Loni round about towards Loni border due to ongoing work by DJB. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1100313169178681344,https://x.com/dtptraffic,872ec8b6dea851368a863ea0e1340db4b372b9c819cc404995ea7644cb0c986d,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4834,1100053306632691712,1.10E+18,https://twitter.com/dtptraffic/status/1100053306632691712,Trafffic Alert Traffic is affected on MB Road Mangal Bazar & Batra Hospital due to water logging.,"Trafffic Alert

Traffic is affected on MB Road Mangal Bazar & Batra Hospital due to water logging.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1100053306632691712&omit_script=true&dnt=true,2026-09-11T19:09:17.031423+00:00,MINOR_FORMATTING_DIFFERENCE,Trafffic Alert Traffic is affected on MB Road Mangal Bazar & Batra Hospital due to water logging.,MINOR_FORMATTING_DIFFERENCE,200,,https://x.com/dtptraffic/status/1100053306632691712,https://x.com/dtptraffic,726857dd31e655f2f0f9a0e1d042cae9356925929b6617602ecad76c0ad1269d,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4835,1100036267075547136,1.10E+18,https://twitter.com/dtptraffic/status/1100036267075547136,Traffic Alert Traffic is affected at PTS Malviya Nagar Red Light due to overflow of sewer,"Traffic Alert

Traffic is affected at PTS Malviya Nagar Red Light due to overflow of sewer",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1100036267075547136&omit_script=true&dnt=true,2026-09-11T19:09:17.076251+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is affected at PTS Malviya Nagar Red Light due to overflow of sewer,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1100036267075547136,https://x.com/dtptraffic,026dfb8784adbe39654b9fa46443722632e85ce5708323e8022bb4dd4f64b7f9,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4836,1099989032942084096,1.10E+18,https://twitter.com/dtptraffic/status/1099989032942084096,Traffic Alert Traffic will remain heavy on Bhairon Marg and C-Hexagon from 04:30 PM to 07:30 PM due to inauguration function of National War Memorial. Kindly avoid the stretch.,"Traffic Alert

Traffic will remain heavy on Bhairon Marg and C-Hexagon from 04:30 PM to 07:30 PM due to inauguration function of National War Memorial. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1099989032942084096&omit_script=true&dnt=true,2026-09-11T19:09:17.092084+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy on Bhairon Marg and C-Hexagon from 04:30 PM to 07:30 PM due to inauguration function of National War Memorial. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1099989032942084096,https://x.com/dtptraffic,8e799c9a6577216d34f45ac4e177c25806957c4db258a70de821c61ff4cabac1,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4837,1099957781497561088,1.10E+18,https://twitter.com/dtptraffic/status/1099957781497561088,Traffic Alert Traffic is heavy on Bhairon Marg and C-Hexagon due to inauguration function of National War Memorial. Kindly avoid the stretch.,"Traffic Alert

Traffic is heavy on Bhairon Marg and C-Hexagon due to inauguration function of National War Memorial. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1099957781497561088&omit_script=true&dnt=true,2026-09-11T19:09:17.243493+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy on Bhairon Marg and C-Hexagon due to inauguration function of National War Memorial. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1099957781497561088,https://x.com/dtptraffic,7b84d15f8fc2947a3009ac1f30436fef4021114898f6f55d14ae122449925789,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4838,1099914847897014272,1.10E+18,https://twitter.com/dtptraffic/status/1099914847897014272,Traffic Alert Obstruction in traffic in the carriageway from Kapashera towards Najafgarh due to ongoing repair work of road by PWD near Bamnoli Village. Kindly avoid the stretch.,"Traffic Alert

Obstruction in traffic in the carriageway from Kapashera towards Najafgarh due to ongoing repair work of road by PWD near Bamnoli Village. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1099914847897014272&omit_script=true&dnt=true,2026-09-11T19:09:17.471896+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Kapashera towards Najafgarh due to ongoing repair work of road by PWD near Bamnoli Village. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1099914847897014272,https://x.com/dtptraffic,d54d06bf25c4a8cefdfd921301b41eb61336a7f8585c7002455e9b0f3a774d18,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4839,1099299321302798337,1.10E+18,https://twitter.com/dtptraffic/status/1099299321302798337,Traffic Alert Traffic will remain heavy from Zakhira Flyover towards Moti Nagar chowk(both carriageways) due to Marriage function.Motorist are requested to take Punjabi Bagh route instead of this carriageway.,"Traffic Alert

Traffic will remain heavy from Zakhira Flyover towards Moti Nagar chowk(both carriageways) due to Marriage function.Motorist are requested to take Punjabi Bagh route instead of this carriageway.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1099299321302798337&omit_script=true&dnt=true,2026-09-11T19:09:17.507176+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy from Zakhira Flyover towards Moti Nagar chowk(both carriageways) due to Marriage function.Motorist are requested to take Punjabi Bagh route instead of this carriageway.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1099299321302798337,https://x.com/dtptraffic,768ebf2b472522f1fd2913788a78e5bf44136b1b35f6d8cb725fbd138d1ef1e4,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4840,1099200552607600640,1.10E+18,https://twitter.com/dtptraffic/status/1099200552607600640,"Traffic Alert Traffic is heavy on Barakhamba Road, Tolstoy Marg and Jantar Mantar due to procession. Kindly avoid the stretch.","Traffic Alert

Traffic is heavy on Barakhamba Road, Tolstoy Marg and Jantar Mantar due to procession. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1099200552607600640&omit_script=true&dnt=true,2026-09-11T19:09:17.634197+00:00,MINOR_FORMATTING_DIFFERENCE,"Traffic is heavy on Barakhamba Road, Tolstoy Marg and Jantar Mantar due to procession. Kindly avoid the stretch.",TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1099200552607600640,https://x.com/dtptraffic,4063728c68846dc66ca471e2af40ab9927b131eba9ff687025fb863ec0c5ff4d,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4841,1098951203319234561,1.10E+18,https://twitter.com/dtptraffic/status/1098951203319234561,Traffic Alert Traffic will remain affected at Palla GTK Red Light Narela due to large no. of marriage functions.,"Traffic Alert

Traffic will remain affected at Palla GTK Red Light Narela due to large no. of marriage functions.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098951203319234561&omit_script=true&dnt=true,2026-09-11T19:09:17.636216+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain affected at Palla GTK Red Light Narela due to large no. of marriage functions.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098951203319234561,https://x.com/dtptraffic,fe614193f9580996bb29e48849c71ef8697979ed21d530b69750a444ce363285,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4842,1098939993182097408,1.10E+18,https://twitter.com/dtptraffic/status/1098939993182097408,Traffic Alert Traffic will remain affected from 7 PM to 11 PM on Najafgarh Road from under Jakhira Flyover to Moti Nagar due to large no. of marriage function. Kindly avoid the stretch.,"Traffic Alert

Traffic will remain affected  from 7 PM to 11 PM on Najafgarh Road from under Jakhira Flyover to Moti Nagar due to large no. of marriage function. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098939993182097408&omit_script=true&dnt=true,2026-09-11T19:09:17.761033+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain affected from 7 PM to 11 PM on Najafgarh Road from under Jakhira Flyover to Moti Nagar due to large no. of marriage function. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098939993182097408,https://x.com/dtptraffic,7f68b1587dfd27c6d5702bfde7f94dbb5bc44d4910bc4030d98a940a3620f870,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4843,1098938696265490432,1.10E+18,https://twitter.com/dtptraffic/status/1098938696265490432,Traffic Alert Obstruction in traffic from Mundka towards Nangloi due to an accident. Kindly avoid the stretch.,"Traffic Alert

Obstruction in traffic from Mundka towards Nangloi due to an accident. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098938696265490432&omit_script=true&dnt=true,2026-09-11T19:09:17.841400+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic from Mundka towards Nangloi due to an accident. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098938696265490432,https://x.com/dtptraffic,c51f31f4f429aca68914c502d32e1a28aca487a02f2551d427fe780a946e7dcf,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4844,1098938474244141056,1.10E+18,https://twitter.com/dtptraffic/status/1098938474244141056,Traffic Alert Traffic is affected at Gopinath Bazar & Barar Square due to law & order arrangement.,"Traffic Alert

Traffic is affected at Gopinath Bazar & Barar Square due to law & order arrangement.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098938474244141056&omit_script=true&dnt=true,2026-09-11T19:09:17.861259+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is affected at Gopinath Bazar & Barar Square due to law & order arrangement.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098938474244141056,https://x.com/dtptraffic,ede66445c22a15046da75b238571372ea1364b67f7fb391ce342d3b13633e197,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4845,1098938149273812992,1.10E+18,https://twitter.com/dtptraffic/status/1098938149273812992,Traffic Alert Traffic is affected on NH-8 (Slip road Thimayya Marg ) due to law & order arrangement. Motorists are advised to use GGR PDR.,"Traffic Alert

Traffic is affected on NH-8 (Slip road Thimayya Marg ) due to law & order arrangement. Motorists are advised to use GGR PDR.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098938149273812992&omit_script=true&dnt=true,2026-09-11T19:09:17.988797+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is affected on NH-8 (Slip road Thimayya Marg ) due to law & order arrangement. Motorists are advised to use GGR PDR.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098938149273812992,https://x.com/dtptraffic,59383c43538771a76e763c37828514ee7cbfabf4f32b3e77edf9193dd0bc9a18,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4846,1098839203905978370,1.10E+18,https://twitter.com/dtptraffic/status/1098839203905978370,Traffic Alert Traffic will remain affected at Adhchini Red Light & Aurobindo Marg due to religious procession. Kindly avoid the stretch.,"Traffic Alert

Traffic will remain affected at Adhchini Red Light & Aurobindo Marg due to religious procession. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098839203905978370&omit_script=true&dnt=true,2026-09-11T19:09:18.251093+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain affected at Adhchini Red Light & Aurobindo Marg due to religious procession. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098839203905978370,https://x.com/dtptraffic,f9c4fbd436c9209dfea14c7508b65c6413210302aa0a38f6586a46e3b0134f74,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4847,1098833221909925889,1.10E+18,https://twitter.com/dtptraffic/status/1098833221909925889,Traffic Alert Obstruction in traffic from R/A Loni towards Loni Border due to ongoing DJB work. Kindly avoid the stretch.,"Traffic Alert

Obstruction in traffic from R/A Loni towards Loni Border due to ongoing DJB work. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098833221909925889&omit_script=true&dnt=true,2026-09-11T19:09:18.261275+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic from R/A Loni towards Loni Border due to ongoing DJB work. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098833221909925889,https://x.com/dtptraffic,22d6b5797a114da4a3911d4749a5f22ed492f9e686ed94336fb84d4988fc98a5,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4848,1098585979353354240,1.10E+18,https://twitter.com/dtptraffic/status/1098585979353354240,Traffic Alert Traffic will remain heavy in the carriageway from Zakhir towards Moti Nagar due to large number of marriage function. Kindly avoid the stretch.,"Traffic Alert

Traffic will remain heavy in the carriageway from Zakhir towards Moti Nagar due to large number of marriage function. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098585979353354240&omit_script=true&dnt=true,2026-09-11T19:09:18.407887+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy in the carriageway from Zakhir towards Moti Nagar due to large number of marriage function. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098585979353354240,https://x.com/dtptraffic,c1757a13baed0049fe74bb5f5809d359c35934baa63f4df908941af6b67769e6,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4849,1098578353726967808,1.10E+18,https://twitter.com/dtptraffic/status/1098578353726967808,Traffic Alert Traffic is heavy on Ring Road in the carriageway from Hyatt towards Dhaula Kuan due to function at Atma Ram College. Motorist are advised to use RTR Marg.,"Traffic Alert

Traffic is heavy on Ring Road in the carriageway from Hyatt towards Dhaula Kuan due to function at Atma Ram College. Motorist are advised to use RTR Marg.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098578353726967808&omit_script=true&dnt=true,2026-09-11T19:09:18.472006+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy on Ring Road in the carriageway from Hyatt towards Dhaula Kuan due to function at Atma Ram College. Motorist are advised to use RTR Marg.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098578353726967808,https://x.com/dtptraffic,0e6a50545b4c1d65ebb21507ea7da365f8643528dad699c2bb22941a8add9aca,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4850,1098445625295663104,1.10E+18,https://twitter.com/dtptraffic/status/1098445625295663104,Traffic Alert राजपुरा बुलवर्ड रोड को आसफ अली अस्पताल से तीस हजारी तक (09:00 से 12:00 बजे) तक one way किया गया है |,"Traffic Alert
राजपुरा बुलवर्ड रोड को आसफ अली अस्पताल से तीस हजारी तक  (09:00 से 12:00 बजे) तक one way किया गया है |",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098445625295663104&omit_script=true&dnt=true,2026-09-11T19:09:18.506785+00:00,MINOR_FORMATTING_DIFFERENCE,Rajpura Boulevard Road has been made from Asaf Ali Hospital up to thirty thousand (09:00 to 12:00) one way.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098445625295663104,https://x.com/dtptraffic,a875986c6ba4e3870e805db6c07d6a24b86ca64f09225615dfb740719cf74dc0,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4851,1098215284031156224,1.10E+18,https://twitter.com/dtptraffic/status/1098215284031156224,Traffic Alert Traffic Will remain heavy from Zakhira under pass to Moti Nagar due to marriage functions. Kindly avoid the stretch.,"Traffic Alert

Traffic Will remain heavy from Zakhira under pass to Moti Nagar due to marriage functions. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098215284031156224&omit_script=true&dnt=true,2026-09-11T19:09:18.623346+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic Will remain heavy from Zakhira under pass to Moti Nagar due to marriage functions. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098215284031156224,https://x.com/dtptraffic,703df7deeab5d9de95204bd214fdc0e83d4f8bc977034cd5d0be820d3445616f,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4852,1098113236316999680,1.10E+18,https://twitter.com/dtptraffic/status/1098113236316999680,Traffic Alert Breakdown truck has been removed and traffic movement from Rajdhani Park towards Nangloi is now normal.,"Traffic Alert 

Breakdown truck has been removed and traffic movement from Rajdhani Park towards Nangloi is now normal.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098113236316999680&omit_script=true&dnt=true,2026-09-11T19:09:18.643824+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown truck has been removed and traffic movement from Rajdhani Park towards Nangloi is now normal.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098113236316999680,https://x.com/dtptraffic,10fd91bdd5f6aee1f9effa81273ad85ab5760d8d5fde8a4f8bdbaeaacec50e02,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4853,1098075744729653249,1.10E+18,https://twitter.com/dtptraffic/status/1098075744729653249,Traffic Alert Obstruction in traffic in the carriage way from Rajdhani Park towards Nangloi due to breakdown of a truck.Kindly avoid the stretch.,"Traffic Alert

Obstruction in traffic in the carriage way from Rajdhani Park towards Nangloi due to breakdown of a truck.Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1098075744729653249&omit_script=true&dnt=true,2026-09-11T19:09:18.732309+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriage way from Rajdhani Park towards Nangloi due to breakdown of a truck.Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1098075744729653249,https://x.com/dtptraffic,0dcfb58d491f3825cefb473e6278372a643f962c93fd3eedf74139ee84fbb5af,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
4854,1097854990926864385,1.10E+18,https://twitter.com/dtptraffic/status/1097854990926864385,Traffic Alert Traffic is heavy from Zakhira Underpass towards Moti Nagar Crossing due to marriages functions. Motorist are advised to take Ring Road as an alternate route.,"Traffic Alert

Traffic is heavy from Zakhira Underpass towards Moti Nagar Crossing due to marriages functions. Motorist are advised to take Ring Road as an alternate route.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F1097854990926864385&omit_script=true&dnt=true,2026-09-11T19:09:18.951408+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy from Zakhira Underpass towards Moti Nagar Crossing due to marriages functions. Motorist are advised to take Ring Road as an alternate route.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/1097854990926864385,https://x.com/dtptraffic,ad6ab9baaef98b3683c424232d749ed4aa30780c9d1676d85d0d14942e47db68,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
